Binary,Integer,Number of Gates,Optimal Network
0000.0001.1000.1010,394,8,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(I3, d)
I3 = NAND(I4, c)
I4 = NAND(a, b)
I5 = NAND(I6, I7)
I6 = NAND(b, d)
I7 = NAND(a, I3)"
0000.0001.1000.1011,395,8,"O = NAND(I1, I6)
I1 = NAND(b, I2)
I2 = NAND(I3, I4)
I3 = NAND(c, d)
I4 = NAND(I5, a)
I5 = NAND(d)
I6 = NAND(I2, I11)"
0000.0001.1000.1110,398,10,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(I3, d)
I3 = NAND(I4, b)
I4 = NAND(a, c)
I5 = NAND(I6, I10)
I6 = NAND(b, I7)
I7 = NAND(I8, I4)
I8 = NAND(d, c)"
0000.0001.1000.1111,399,8,"O = NAND(I1, I8)
I1 = NAND(I2, I6)
I2 = NAND(I3, I4)
I3 = NAND(b, c)
I4 = NAND(a, I5)
I5 = NAND(d)
I6 = NAND(I5, c)"
0000.0001.1001.0110,406,12,"O = NAND(I1, I13)
I1 = NAND(I2, I3)
I2 = NAND(a, c)
I3 = NAND(I4, I2)
I4 = NAND(I5, I10)
I5 = NAND(I6, I7)
I6 = NAND(b, c)
I7 = NAND(a, I8)
I8 = NAND(d, I9)
I9 = NAND(d, b)
I10 = NAND(I9, b)"
0000.0001.1001.0111,407,12,"O = NAND(I1, I15)
I1 = NAND(b, I2)
I2 = NAND(I3, I4)
I3 = NAND(c, d)
I4 = NAND(I5, I9)
I5 = NAND(c, I6)
I6 = NAND(b, I7)
I7 = NAND(d, I8)
I8 = NAND(c, a)
I9 = NAND(I10, I8)
I10 = NAND(I6, a)"
0000.0001.1001.1000,408,10,"O = NAND(I1, I11)
I1 = NAND(I2, I3)
I2 = NAND(a, c)
I3 = NAND(I4, I8)
I4 = NAND(I5, d)
I5 = NAND(I6, I2)
I6 = NAND(b, c)
I8 = NAND(a, I9)
I9 = NAND(I6, d)"
0000.0001.1001.1001,409,8,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(I3, I4)
I3 = NAND(b, c)
I4 = NAND(a, I5)
I5 = NAND(d, I6)
I6 = NAND(d, c)
I7 = NAND(I6, c)"
0000.0001.1001.1010,410,10,"O = NAND(I1, I11)
I1 = NAND(I2, I3)
I2 = NAND(a, d)
I3 = NAND(I4, I8)
I4 = NAND(I5, d)
I5 = NAND(I6, I2)
I6 = NAND(b, c)
I8 = NAND(a, I9)
I9 = NAND(c, I6)"
0000.0001.1001.1011,411,8,"O = NAND(I1, I6)
I1 = NAND(b, I2)
I2 = NAND(I3, I4)
I3 = NAND(c, d)
I4 = NAND(I5, a)
I5 = NAND(d, a)
I6 = NAND(I2, I11)"
0000.0001.1001.1110,414,11,"O = NAND(I1, I14)
I1 = NAND(I2, I5)
I2 = NAND(a, I3)
I3 = NAND(I4, c)
I4 = NAND(b, c)
I5 = NAND(I6, I2)
I6 = NAND(I7, d)
I7 = NAND(I4, I9)
I9 = NAND(I10, a)
I10 = NAND(b)"
0000.0001.1001.1111,415,9,"O = NAND(I1, I7)
I1 = NAND(b, I2)
I2 = NAND(I3, I6)
I3 = NAND(c, I4)
I4 = NAND(I5, b)
I5 = NAND(c, d)
I6 = NAND(a, d)
I7 = NAND(I8, a)
I8 = NAND(I2, I5)"
0000.0001.1010.1000,424,8,"O = NAND(I1)
I1 = NAND(I2, I3)
I2 = NAND(a, d)
I3 = NAND(I4, I7)
I4 = NAND(I5, d)
I5 = NAND(I6)
I6 = NAND(b, c)
I7 = NAND(a, I6)"
0000.0001.1010.1001,425,7,"O = NAND(I1)
I1 = NAND(I2, I6)
I2 = NAND(I3, I4)
I3 = NAND(b, d)
I4 = NAND(a, I5)
I5 = NAND(c, b)
I6 = NAND(I5, d)"
0000.0001.1010.1010,426,7,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(I3, d)
I3 = NAND(I4, c)
I4 = NAND(a)
I5 = NAND(I6, I4)
I6 = NAND(b, d)"
0000.0001.1010.1011,427,5,"O = NAND(I1, I4)
I1 = NAND(I2, d)
I2 = NAND(I3, d)
I3 = NAND(b, c)
I4 = NAND(I2, a)"
0000.0001.1010.1100,428,9,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(a, b)
I5 = NAND(a, I6)
I6 = NAND(b, c)
I7 = NAND(I6, I9)"
0000.0001.1010.1101,429,8,"O = NAND(I1, I6)
I1 = NAND(b, I2)
I2 = NAND(I3, I4)
I3 = NAND(c, d)
I4 = NAND(I5, a)
I5 = NAND(c, b)
I6 = NAND(I7, I2)
I7 = NAND(d)"
0000.0001.1010.1110,430,8,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(I3, d)
I3 = NAND(I4, b)
I4 = NAND(a, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(a)"
0000.0001.1010.1111,431,6,"O = NAND(I1, I5)
I1 = NAND(b, I2)
I2 = NAND(I3, I4)
I3 = NAND(c, d)
I4 = NAND(d, a)
I5 = NAND(I4, a)"
0000.0001.1011.1100,444,10,"O = NAND(I1, I10)
I1 = NAND(I2, I7)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(a, b)
I5 = NAND(a, I6)
I6 = NAND(b, c)
I7 = NAND(I6, I9)
I9 = NAND(a, c)"
0000.0001.1011.1101,445,9,"O = NAND(I1, I6)
I1 = NAND(b, I2)
I2 = NAND(I3, I4)
I3 = NAND(c, d)
I4 = NAND(I5, a)
I5 = NAND(b, c)
I6 = NAND(I7, I9)
I7 = NAND(d, I3)"
0000.0001.1011.1110,446,10,"O = NAND(I1, I11)
I1 = NAND(I2, I3)
I2 = NAND(a, b)
I3 = NAND(I4, I8)
I4 = NAND(b, I5)
I5 = NAND(I6, I2)
I6 = NAND(c, d)
I8 = NAND(a, I9)
I9 = NAND(I6, d)"
0000.0001.1011.1111,447,7,"O = NAND(I1, I5)
I1 = NAND(b, I2)
I2 = NAND(I3, I4)
I3 = NAND(c, d)
I4 = NAND(a)
I5 = NAND(I6, a)
I6 = NAND(d, I3)"
0000.0001.1110.1000,488,10,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(I3, d)
I3 = NAND(I4, I5)
I4 = NAND(a, c)
I5 = NAND(I6, b)
I6 = NAND(b, c)
I7 = NAND(I8, I9)
I8 = NAND(b, d)
I9 = NAND(a, I6)"
0000.0001.1110.1001,489,9,"O = NAND(I1)
I1 = NAND(I2, I6)
I2 = NAND(I3, I4)
I3 = NAND(b, c)
I4 = NAND(a, I5)
I5 = NAND(d, c)
I6 = NAND(I5, I8)
I8 = NAND(I3, I10)"
0000.0001.1110.1010,490,9,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(a, I3)
I3 = NAND(I4)
I4 = NAND(c, d)
I5 = NAND(I6, I9)
I6 = NAND(b, I3)"
0000.0001.1110.1011,491,7,"O = NAND(I1, I4)
I1 = NAND(b, I2)
I2 = NAND(I3, b)
I3 = NAND(c, d)
I4 = NAND(I5, a)
I5 = NAND(I6, d)
I6 = NAND(I2, I3)"
0000.0001.1110.1110,494,8,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(a, I3)
I3 = NAND(I4)
I4 = NAND(c, d)
I5 = NAND(I6, I9)
I6 = NAND(b, I3)"
0000.0001.1110.1111,495,5,"O = NAND(I1, I4)
I1 = NAND(b, I2)
I2 = NAND(I3)
I3 = NAND(c, d)
I4 = NAND(a, I3)"
0000.0001.1111.1110,510,8,"O = NAND(I1, I7)
I1 = NAND(I2, I3)
I2 = NAND(a, b)
I3 = NAND(I4, I7)
I4 = NAND(b, I5)
I5 = NAND(I6)
I6 = NAND(c, d)
I7 = NAND(a, I4)"
0000.0001.1111.1111,511,5,"O = NAND(I1, I4)
I1 = NAND(b, I2)
I2 = NAND(I3)
I3 = NAND(c, d)
I4 = NAND(a)"
0000.0010.0010.1000,552,11,"O = NAND(I1)
I1 = NAND(I2, I3)
I2 = NAND(d)
I3 = NAND(I4, I9)
I4 = NAND(I5, I6)
I5 = NAND(a, b)
I6 = NAND(I7, I8)
I7 = NAND(b, c)
I8 = NAND(a, c)
I9 = NAND(I10, I7)
I10 = NAND(I5)"
0000.0010.0010.1001,553,12,"O = NAND(I1)
I1 = NAND(I2, I10)
I2 = NAND(I3, c)
I3 = NAND(I4, I6)
I4 = NAND(d, I5)
I5 = NAND(a, d)
I6 = NAND(I7, b)
I7 = NAND(I8, b)
I8 = NAND(a, I5)
I10 = NAND(I11, I6)
I11 = NAND(c, I12)"
0000.0010.0010.1010,554,8,"O = NAND(I1, I5)
I1 = NAND(I2, c)
I2 = NAND(I3, I5)
I3 = NAND(I4, b)
I4 = NAND(d)
I5 = NAND(a, I6)
I6 = NAND(I3, I9)"
0000.0010.0010.1011,555,9,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(d)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(a, c)
I6 = NAND(a, I7)
I7 = NAND(I8, I4)
I8 = NAND(b, I2)"
0000.0010.0010.1100,556,10,"O = NAND(I1)
I1 = NAND(I2, I6)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d)
I5 = NAND(a, b)
I6 = NAND(I7, I9)
I7 = NAND(b, I5)
I9 = NAND(I10, a)"
0000.0010.0010.1101,557,10,"O = NAND(I1, I11)
I1 = NAND(I2, I6)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d)
I5 = NAND(a, b)
I6 = NAND(I7, I9)
I7 = NAND(b, I5)
I9 = NAND(a, I5)"
0000.0010.0010.1110,558,8,"O = NAND(I1, I7)
I1 = NAND(I2, b)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d, c)
I5 = NAND(a, I4)
I7 = NAND(a, I8)"
0000.0010.0010.1111,559,7,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(d)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(a, c)
I6 = NAND(a, b)"
0000.0010.0011.1100,572,10,"O = NAND(I1)
I1 = NAND(I2, I6)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d, b)
I5 = NAND(a, b)
I6 = NAND(I7, I9)
I7 = NAND(b, I5)
I9 = NAND(a, I10)"
0000.0010.0011.1101,573,10,"O = NAND(I1, I11)
I1 = NAND(I2, I6)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d, b)
I5 = NAND(a, b)
I6 = NAND(I7, I9)
I7 = NAND(b, I5)
I9 = NAND(a, I5)"
0000.0010.0011.1110,574,9,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(d, b)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(a, c)
I6 = NAND(a, I7)
I7 = NAND(I8)
I8 = NAND(b, I4)"
0000.0010.0011.1111,575,7,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(d, b)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(a, c)
I6 = NAND(a, b)"
0000.0010.0100.0000,576,9,"O = NAND(I1)
I1 = NAND(I2, I3)
I2 = NAND(d, c)
I3 = NAND(I4)
I4 = NAND(I5, I6)
I5 = NAND(a, b)
I6 = NAND(I7, I8)
I7 = NAND(b, c)
I8 = NAND(a, d)"
0000.0010.0100.0001,577,10,"O = NAND(I1)
I1 = NAND(I2, I8)
I2 = NAND(I3, I6)
I3 = NAND(I4, b)
I4 = NAND(d, I5)
I5 = NAND(b, a)
I6 = NAND(a, I7)
I7 = NAND(c, d)
I8 = NAND(I9, I4)
I9 = NAND(c, I6)"
0000.0010.0100.0010,578,9,"O = NAND(I1)
I1 = NAND(I2, I3)
I2 = NAND(d, b)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(d, I6)
I6 = NAND(I7)
I7 = NAND(I8, a)
I8 = NAND(c)"
0000.0010.0100.0011,579,9,"O = NAND(I1)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(a, I4)
I4 = NAND(c, I5)
I5 = NAND(b, c)
I6 = NAND(I5, I8)
I8 = NAND(d, I9)"
0000.0010.0100.0110,582,6,"O = NAND(I1)
I1 = NAND(I2, I3)
I2 = NAND(d, c)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(d, a)"
0000.0010.0100.0111,583,7,"O = NAND(I1, I8)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c, a)
I4 = NAND(I5, I2)
I5 = NAND(b, c)"
0000.0010.0100.1000,584,10,"O = NAND(I1)
I1 = NAND(I2, I8)
I2 = NAND(I3, I6)
I3 = NAND(I4, c)
I4 = NAND(d, I5)
I5 = NAND(a, c)
I6 = NAND(a, I7)
I7 = NAND(d, b)
I8 = NAND(I9, I4)
I9 = NAND(b, I5)"
0000.0010.0100.1001,585,10,"O = NAND(I1, I10)
I1 = NAND(I2, I8)
I2 = NAND(I3, I8)
I3 = NAND(I4, I5)
I4 = NAND(d, c)
I5 = NAND(I6, I7)
I6 = NAND(b, c)
I7 = NAND(a, d)
I8 = NAND(a, b)"
0000.0010.0100.1010,586,9,"O = NAND(I1)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(I4, I5)
I4 = NAND(c)
I5 = NAND(a, b)
I6 = NAND(I7, I11)
I7 = NAND(b, I3)"
0000.0010.0100.1011,587,10,"O = NAND(I1, I11)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c, a)
I4 = NAND(I5, I6)
I5 = NAND(b, c)
I6 = NAND(I7, a)
I7 = NAND(I8, I2)
I8 = NAND(b)"
0000.0010.0100.1110,590,7,"O = NAND(I1, I7)
I1 = NAND(I2, c)
I2 = NAND(I3, I5)
I3 = NAND(I4, b)
I4 = NAND(d, c)
I5 = NAND(d, I4)"
0000.0010.0100.1111,591,7,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(d, c)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(d, a)
I6 = NAND(a, b)"
0000.0010.0101.0100,596,9,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(I4)
I4 = NAND(b, c)
I5 = NAND(I6, I10)
I6 = NAND(I7, I3)
I7 = NAND(a)"
0000.0010.0101.0101,597,8,"O = NAND(I1)
I1 = NAND(I2, I6)
I2 = NAND(I3, I5)
I3 = NAND(I4, b)
I4 = NAND(d)
I5 = NAND(a)
I6 = NAND(I7, I4)
I7 = NAND(c, I5)"
0000.0010.0101.0110,598,7,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(d, b)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(d, a)
I6 = NAND(I4, I3)"
0000.0010.0101.0111,599,6,"O = NAND(I1, I5)
I1 = NAND(I2, I3)
I2 = NAND(d, b)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(d, a)"
0000.0010.0101.1000,600,10,"O = NAND(I1)
I1 = NAND(I2, I3)
I2 = NAND(d, b)
I3 = NAND(I4, I9)
I4 = NAND(I5, I6)
I5 = NAND(a, c)
I6 = NAND(I7, I8)
I7 = NAND(b, c)
I8 = NAND(a, b)
I9 = NAND(a, d)"
0000.0010.0101.1001,601,11,"O = NAND(I1)
I1 = NAND(I2, I9)
I2 = NAND(d, I3)
I3 = NAND(I4)
I4 = NAND(I5, I6)
I5 = NAND(a, c)
I6 = NAND(I7, I8)
I7 = NAND(b, c)
I8 = NAND(a, b)
I9 = NAND(I4, I15)"
0000.0010.0101.1010,602,8,"O = NAND(I1, I8)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(a, I4)
I4 = NAND(a, b)
I5 = NAND(I6, I4)
I6 = NAND(b, c)"
0000.0010.0101.1011,603,9,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(d, b)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(d, a)
I6 = NAND(a, I7)
I7 = NAND(I8, I4)
I8 = NAND(b, I2)"
0000.0010.0101.1100,604,10,"O = NAND(I1, I10)
I1 = NAND(I2, I3)
I2 = NAND(d, b)
I3 = NAND(I4, I9)
I4 = NAND(I5, I6)
I5 = NAND(a, b)
I6 = NAND(I7, I5)
I7 = NAND(b, c)
I9 = NAND(a, d)"
0000.0010.0101.1101,605,9,"O = NAND(I1, I9)
I1 = NAND(I2, I3)
I2 = NAND(d)
I3 = NAND(I4, I9)
I4 = NAND(I5, c)
I5 = NAND(I6, I2)
I6 = NAND(I7, b)
I7 = NAND(a, c)"
0000.0010.0101.1110,606,8,"O = NAND(I1, I8)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(a, I4)
I4 = NAND(b, c)
I5 = NAND(I4, I7)
I7 = NAND(a, b)"
0000.0010.0101.1111,607,7,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(d, b)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(d, a)
I6 = NAND(a, b)"
0000.0010.0110.1000,616,12,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(I3, I5)
I3 = NAND(I4, b)
I4 = NAND(d)
I5 = NAND(a, I6)
I6 = NAND(a, b)
I7 = NAND(I8, I13)
I8 = NAND(c, I9)
I9 = NAND(I10, c)
I10 = NAND(I6, I4)"
0000.0010.0110.1001,617,12,"O = NAND(I1, I15)
I1 = NAND(I2, I7)
I2 = NAND(I3, I8)
I3 = NAND(I4, c)
I4 = NAND(I5, I7)
I5 = NAND(I6, b)
I6 = NAND(d, b)
I7 = NAND(a, c)
I8 = NAND(a, I9)
I9 = NAND(I10, I5)
I10 = NAND(d, I6)"
0000.0010.0110.1010,618,11,"O = NAND(I1, I14)
I1 = NAND(I2, I8)
I2 = NAND(d, I3)
I3 = NAND(a, I4)
I4 = NAND(I5)
I5 = NAND(I6, I7)
I6 = NAND(c, a)
I7 = NAND(b, a)
I8 = NAND(I9, I4)
I9 = NAND(b, c)"
0000.0010.0110.1011,619,11,"O = NAND(I1, I16)
I1 = NAND(I2, I9)
I2 = NAND(d, I3)
I3 = NAND(a, I4)
I4 = NAND(I5, I8)
I5 = NAND(I6, I7)
I6 = NAND(c, a)
I7 = NAND(b, a)
I8 = NAND(b, c)
I9 = NAND(I8, I4)"
0000.0010.0110.1100,620,11,"O = NAND(I1, I11)
I1 = NAND(I2, I8)
I2 = NAND(I3, I6)
I3 = NAND(I4, I5)
I4 = NAND(d)
I5 = NAND(a, b)
I6 = NAND(a, I7)
I7 = NAND(c, a)
I8 = NAND(I9, I7)
I9 = NAND(b, c)"
0000.0010.0110.1101,621,12,"O = NAND(I1, I11)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(a, b)
I4 = NAND(I5, I10)
I5 = NAND(I3, I7)
I7 = NAND(I8, I9)
I8 = NAND(b, c)
I9 = NAND(c, a)
I10 = NAND(a, d)
I11 = NAND(I12, I9)"
0000.0010.0110.1110,622,9,"O = NAND(I1, I7)
I1 = NAND(I2, c)
I2 = NAND(I3, I5)
I3 = NAND(I4, b)
I4 = NAND(d, c)
I5 = NAND(I4, a)
I7 = NAND(a, I8)
I8 = NAND(I9, I3)"
0000.0010.0110.1111,623,9,"O = NAND(I1, I8)
I1 = NAND(I2, b)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d, c)
I5 = NAND(a, I6)
I6 = NAND(I4, d)
I8 = NAND(a, I9)"
0000.0010.0111.1100,636,11,"O = NAND(I1, I13)
I1 = NAND(I2, c)
I2 = NAND(I3, I11)
I3 = NAND(I4, I6)
I4 = NAND(d, I5)
I5 = NAND(a, b)
I6 = NAND(I4, I9)
I9 = NAND(b, I10)
I10 = NAND(a, c)"
0000.0010.0111.1101,637,11,"O = NAND(I1, I11)
I1 = NAND(I2, I6)
I2 = NAND(I3, I5)
I3 = NAND(I4, b)
I4 = NAND(d)
I5 = NAND(a, c)
I6 = NAND(I7, I9)
I7 = NAND(I5, c)
I9 = NAND(I10, a)
I10 = NAND(b, c)"
0000.0010.0111.1110,638,10,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(d, b)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(d, a)
I6 = NAND(I7, I4)
I7 = NAND(I8, I9)
I8 = NAND(c, a)
I9 = NAND(b, a)"
0000.0010.0111.1111,639,8,"O = NAND(I1, I7)
I1 = NAND(I2, c)
I2 = NAND(I3, I5)
I3 = NAND(I4, b)
I4 = NAND(d)
I5 = NAND(a, I4)
I7 = NAND(a, I8)"
0000.0010.1000.0000,640,10,"O = NAND(I1)
I1 = NAND(I2, I3)
I2 = NAND(d)
I3 = NAND(I4)
I4 = NAND(I5, I6)
I5 = NAND(a, b)
I6 = NAND(I7, I8)
I7 = NAND(b, c)
I8 = NAND(a, I9)
I9 = NAND(c)"
0000.0010.1000.0001,641,11,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(a, b)
I4 = NAND(I5, I11)
I5 = NAND(I3, I7)
I7 = NAND(I8, I9)
I8 = NAND(b, c)
I9 = NAND(a, I10)
I10 = NAND(c)"
0000.0010.1000.0010,642,9,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(I3, I5)
I3 = NAND(I4, b)
I4 = NAND(d)
I5 = NAND(a, I6)
I6 = NAND(c)
I7 = NAND(I6, I9)"
0000.0010.1000.0011,643,10,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c, a)
I4 = NAND(I5, I6)
I5 = NAND(b, c)
I6 = NAND(I3, I8)
I8 = NAND(I9)
I9 = NAND(I10, a)"
0000.0010.1000.0100,644,11,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(d, I3)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(a, I6)
I6 = NAND(b)
I7 = NAND(I8, I14)
I8 = NAND(I9, I3)
I9 = NAND(a, c)"
0000.0010.1000.0101,645,11,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(a, b)
I4 = NAND(I5, I11)
I5 = NAND(I3, I7)
I7 = NAND(I8, I9)
I8 = NAND(b, c)
I9 = NAND(a, I10)
I10 = NAND(c)"
0000.0010.1000.0110,646,10,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(I3, I5)
I3 = NAND(I4, b)
I4 = NAND(d, b)
I5 = NAND(a, I6)
I6 = NAND(c)
I7 = NAND(I6, I9)
I9 = NAND(I3, I12)"
0000.0010.1000.0111,647,10,"O = NAND(I1, I4)
I1 = NAND(I2, I3)
I2 = NAND(d)
I3 = NAND(I4, I11)
I4 = NAND(b, I5)
I5 = NAND(I6, I8)
I6 = NAND(c, I2)
I8 = NAND(I9, a)
I9 = NAND(b, I2)"
0000.0010.1000.1000,648,8,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(I3, c)
I3 = NAND(I4, I5)
I4 = NAND(d)
I5 = NAND(a, I4)
I7 = NAND(I8, I5)"
0000.0010.1000.1001,649,9,"O = NAND(I1)
I1 = NAND(I2, I8)
I2 = NAND(I3, c)
I3 = NAND(I4, I6)
I4 = NAND(d, I5)
I5 = NAND(a, d)
I6 = NAND(a, I5)
I8 = NAND(I9, I6)"
0000.0010.1000.1010,650,7,"O = NAND(I1)
I1 = NAND(I2, I3)
I2 = NAND(d)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, a)
I6 = NAND(c)"
0000.0010.1000.1011,651,7,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c, a)
I4 = NAND(I5, I6)
I5 = NAND(b, c)
I6 = NAND(I3, a)"
0000.0010.1000.1100,652,9,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(a, b)
I4 = NAND(I5, I9)
I5 = NAND(I6, c)
I6 = NAND(I7, c)
I7 = NAND(I3, b)"
0000.0010.1000.1101,653,10,"O = NAND(I1, I13)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(a, b)
I4 = NAND(I5, I9)
I5 = NAND(I6, c)
I6 = NAND(I7, c)
I7 = NAND(I3, b)
I9 = NAND(a, I6)"
0000.0010.1000.1110,654,8,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(b, I4)
I4 = NAND(b, c)
I5 = NAND(I4, I7)
I7 = NAND(I8, a)"
0000.0010.1000.1111,655,8,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(b, a)
I4 = NAND(I5, I6)
I5 = NAND(b, c)
I6 = NAND(I7, a)
I7 = NAND(c)"
0000.0010.1001.0100,660,11,"O = NAND(I1, I11)
I1 = NAND(I2, c)
I2 = NAND(I3, I9)
I3 = NAND(I4, I5)
I4 = NAND(d, b)
I5 = NAND(I6, I8)
I6 = NAND(b, I7)
I7 = NAND(c, a)
I8 = NAND(a, d)
I9 = NAND(I7, a)"
0000.0010.1001.0101,661,12,"O = NAND(I1)
I1 = NAND(I2, I10)
I2 = NAND(d, I3)
I3 = NAND(a, I4)
I4 = NAND(I5, I6)
I5 = NAND(a, b)
I6 = NAND(I7, I8)
I7 = NAND(b, c)
I8 = NAND(a, I9)
I9 = NAND(c)
I10 = NAND(I4, I17)"
0000.0010.1001.0110,662,11,"O = NAND(I1)
I1 = NAND(I2, I9)
I2 = NAND(d, I3)
I3 = NAND(d, I4)
I4 = NAND(I5, I7)
I5 = NAND(c, I6)
I6 = NAND(b, c)
I7 = NAND(b, I6)
I9 = NAND(I6, I11)"
0000.0010.1001.0111,663,11,"O = NAND(I1, I13)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(b, a)
I4 = NAND(I5, I6)
I5 = NAND(b, c)
I6 = NAND(I7, I8)
I7 = NAND(c, a)
I8 = NAND(I9, I2)
I9 = NAND(I3, a)"
0000.0010.1001.1000,664,10,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(d, I3)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(a, I6)
I6 = NAND(a, c)
I7 = NAND(I8, I14)
I8 = NAND(I6, I3)"
0000.0010.1001.1001,665,10,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(a, c)
I4 = NAND(I5, I10)
I5 = NAND(I3, I7)
I7 = NAND(I8, I9)
I8 = NAND(b, c)
I9 = NAND(a)"
0000.0010.1001.1010,666,9,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b, c)
I5 = NAND(I4, I7)
I7 = NAND(I8, a)
I8 = NAND(c, I9)"
0000.0010.1001.1011,667,8,"O = NAND(I1, I8)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c, a)
I4 = NAND(I5, I6)
I5 = NAND(b, c)
I6 = NAND(I3, a)"
0000.0010.1001.1100,668,11,"O = NAND(I1)
I1 = NAND(I2, I8)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d, b)
I5 = NAND(a, I6)
I6 = NAND(d, I4)
I8 = NAND(I9, I13)
I9 = NAND(b, I5)"
